sourcenotation;sourcepreflabel;targetnotation;targetpreflabel
GN 9983;Primärliteratur;17.97;Texte eines einzelnen Autors
GN 9993;Primärliteratur;17.97;Texte eines einzelnen Autors
GN 2516;Primärliteratur;18.10;Deutsche Literatur
GN 2517;Sekundärliteratur;18.10;Deutsche Literatur
GN 2520;Primärliteratur;18.10;Deutsche Literatur
GN 2521;Sekundärliteratur;18.10;Deutsche Literatur
GN 2571;Primärliteratur;18.10;Deutsche Literatur
GN 2572;Sekundärliteratur;18.10;Deutsche Literatur
GN 2600;Primärliteratur;18.10;Deutsche Literatur
GN 2601;Sekundärliteratur;18.10;Deutsche Literatur
GN 2612;Primärliteratur;18.10;Deutsche Literatur
GN 2613;Sekundärliteratur;18.10;Deutsche Literatur
GN 2614;Primärliteratur;18.10;Deutsche Literatur
GN 2615;Sekundärliteratur;18.10;Deutsche Literatur
GN 2617;Primärliteratur;18.10;Deutsche Literatur
GN 2618;Sekundärliteratur;18.10;Deutsche Literatur
GN 2621;Primärliteratur;18.10;Deutsche Literatur
GN 2622;Sekundärliteratur;18.10;Deutsche Literatur
GN 2633;Primärliteratur;18.10;Deutsche Literatur
GN 2634;Sekundärliteratur;18.10;Deutsche Literatur
GN 2651;Primärliteratur;18.10;Deutsche Literatur
GN 2652;Sekundärliteratur;18.10;Deutsche Literatur
GN 2689;Primärliteratur;18.10;Deutsche Literatur
GN 2690;Sekundärliteratur;18.10;Deutsche Literatur
GN 2691;Primärliteratur;18.10;Deutsche Literatur
GN 2692;Sekundärliteratur;18.10;Deutsche Literatur
GN 2693;Primärliteratur;18.10;Deutsche Literatur
GN 2694;Sekundärliteratur;18.10;Deutsche Literatur
GN 2723;Gesamtausgaben;18.10;Deutsche Literatur
GN 2724;Einzelausgaben;18.10;Deutsche Literatur
GN 2725;Übersetzungen;18.10;Deutsche Literatur
GN 2726;Sekundärliteratur;18.10;Deutsche Literatur
GN 2781;Primärliteratur;18.10;Deutsche Literatur
GN 2782;Sekundärliteratur;18.10;Deutsche Literatur
GN 2800;Primärliteratur;18.10;Deutsche Literatur
GN 2801;Sekundärliteratur;18.10;Deutsche Literatur
GN 2804;Primärliteratur;18.10;Deutsche Literatur
GN 2805;Sekundärliteratur;18.10;Deutsche Literatur
GN 2814;Primärliteratur;18.10;Deutsche Literatur
GN 2815;Sekundärliteratur;18.10;Deutsche Literatur
GN 2830;Primärliteratur;18.10;Deutsche Literatur
GN 2831;Sekundärliteratur;18.10;Deutsche Literatur
GN 2842;Primärliteratur;18.10;Deutsche Literatur
GN 2843;Sekundärliteratur;18.10;Deutsche Literatur
GN 2850;Primärliteratur;18.10;Deutsche Literatur
GN 2851;Sekundärliteratur;18.10;Deutsche Literatur
GN 2890;Primärliteratur;18.10;Deutsche Literatur
GN 2891;Sekundärliteratur;18.10;Deutsche Literatur
GN 2931;Primärliteratur;18.10;Deutsche Literatur
GN 2932;Sekundärliteratur;18.10;Deutsche Literatur
GN 2935;Primärliteratur;18.10;Deutsche Literatur
GN 2936;Sekundärliteratur;18.10;Deutsche Literatur
GN 2946;Gesamtausgaben;18.10;Deutsche Literatur
GN 2947;Einzelausgaben;18.10;Deutsche Literatur
GN 2948;Übersetzungen;18.10;Deutsche Literatur
GN 2949;Sekundärliteratur;18.10;Deutsche Literatur
Gn 3058;Primärliteratur;18.10;Deutsche Literatur
Gn 3059;Sekundärliteratur;18.10;Deutsche Literatur
GN 3070;Primärliteratur;18.10;Deutsche Literatur
GN 3071;Sekundärliteratur;18.10;Deutsche Literatur
GN 3090;Primärliteratur;18.10;Deutsche Literatur
GN 3091;Sekundärliteratur;18.10;Deutsche Literatur
GN 3173;Primärliteratur;18.10;Deutsche Literatur
GN 3174;Sekundärliteratur;18.10;Deutsche Literatur
GN 3177;Primärliteratur;18.10;Deutsche Literatur
GN 3178;Sekundärliteratur;18.10;Deutsche Literatur
GN 3179;Primärliteratur;18.10;Deutsche Literatur
GN 3180;Sekundärliteratur;18.10;Deutsche Literatur
GN 3181;Primärliteratur;18.10;Deutsche Literatur
GN 3182;Sekundärliteratur;18.10;Deutsche Literatur
GN 3183;Primärliteratur;18.10;Deutsche Literatur
GN 3184;Sekundärliteratur;18.10;Deutsche Literatur
GN 3187;Primärliteratur;18.10;Deutsche Literatur
GN 3188;Sekundärliteratur;18.10;Deutsche Literatur
GN 3189;Primärliteratur;18.10;Deutsche Literatur
GN 3190;Sekundärliteratur;18.10;Deutsche Literatur
GN 3191;Primärliteratur;18.10;Deutsche Literatur
GN 3192;Sekundärliteratur;18.10;Deutsche Literatur
GN 3195;Primärliteratur;18.10;Deutsche Literatur
GN 3196;Sekundärliteratur;18.10;Deutsche Literatur
GN 3199;Primärliteratur;18.10;Deutsche Literatur
GN 3200;Sekundärliteratur;18.10;Deutsche Literatur
GN 3201;Primärliteratur;18.10;Deutsche Literatur
GN 3202;Sekundärliteratur;18.10;Deutsche Literatur
GN 3203;Primärliteratur;18.10;Deutsche Literatur
GN 3204;Sekundärliteratur;18.10;Deutsche Literatur
GN 3205;Primärliteratur;18.10;Deutsche Literatur
GN 3206;Sekundärliteratur;18.10;Deutsche Literatur
GN 3210;Primärliteratur;18.10;Deutsche Literatur
GN 3211;Sekundärliteratur;18.10;Deutsche Literatur
GN 3215;Primärliteratur;18.10;Deutsche Literatur
GN 3216;Sekundärliteratur;18.10;Deutsche Literatur
GN 3219;Primärliteratur;18.10;Deutsche Literatur
GN 3220;Sekundärliteratur;18.10;Deutsche Literatur
GN 3221;Primärliteratur;18.10;Deutsche Literatur
GN 3222;Sekundärliteratur;18.10;Deutsche Literatur
GN 3223;Primärliteratur;18.10;Deutsche Literatur
GN 3224;Sekundärliteratur;18.10;Deutsche Literatur
GN 3225;Primärliteratur;18.10;Deutsche Literatur
GN 3226;Sekundärliteratur;18.10;Deutsche Literatur
GN 3227;Primärliteratur;18.10;Deutsche Literatur
GN 3228;Sekundärliteratur;18.10;Deutsche Literatur
GN 3230;Primärliteratur;18.10;Deutsche Literatur
GN 3231;Sekundärliteratur;18.10;Deutsche Literatur
GN 3232;Primärliteratur;18.10;Deutsche Literatur
GN 3233;Sekundärliteratur;18.10;Deutsche Literatur
GN 3246;Primärliteratur;18.10;Deutsche Literatur
GN 3247;Sekundärliteratur;18.10;Deutsche Literatur
GN 3248;Primärliteratur;18.10;Deutsche Literatur
GN 3249;Sekundärliteratur;18.10;Deutsche Literatur
GN 3250;Primärliteratur;18.10;Deutsche Literatur
GN 3251;Sekundärliteratur;18.10;Deutsche Literatur
GN 3254;Primärliteratur;18.10;Deutsche Literatur
GN 3255;Sekundärliteratur;18.10;Deutsche Literatur
GN 3261;Primärliteratur;18.10;Deutsche Literatur
GN 3262;Sekundärliteratur;18.10;Deutsche Literatur
GN 3279;Gesamtausgaben;18.10;Deutsche Literatur
GN 3280;Einzelausgaben;18.10;Deutsche Literatur
GN 3281;Übersetzungen;18.10;Deutsche Literatur
GN 3282;Sekundärliteratur;18.10;Deutsche Literatur
GN 3290;Primärliteratur;18.10;Deutsche Literatur
GN 3291;Sekundärliteratur;18.10;Deutsche Literatur
GN 3300;Primärliteratur;18.10;Deutsche Literatur
GN 3301;Sekundärliteratur;18.10;Deutsche Literatur
GN 3401;Primärliteratur;18.10;Deutsche Literatur
GN 3402;Sekundärliteratur;18.10;Deutsche Literatur
GN 3646;Primärliteratur;18.10;Deutsche Literatur
GN 3647;Sekundärliteratur;18.10;Deutsche Literatur
GN 3653;Primärliteratur;18.10;Deutsche Literatur
GN 3654;Sekundärliteratur;18.10;Deutsche Literatur
GN 3655;Primärliteratur;18.10;Deutsche Literatur
GN 3656;Sekundärliteratur;18.10;Deutsche Literatur
GN 3657;Primärliteratur;18.10;Deutsche Literatur
GN 3658;Sekundärliteratur;18.10;Deutsche Literatur
GN 3659;Primärliteratur;18.10;Deutsche Literatur
GN 3660;Sekundärliteratur;18.10;Deutsche Literatur
GN 3661;Primärliteratur;18.10;Deutsche Literatur
GN 3662;Sekundärliteratur;18.10;Deutsche Literatur
GN 3665;Primärliteratur;18.10;Deutsche Literatur
GN 3666;Sekundärliteratur;18.10;Deutsche Literatur
GN 3667;Primärliteratur;18.10;Deutsche Literatur
GN 3668;Sekundärliteratur;18.10;Deutsche Literatur
GN 3669;Primärliteratur;18.10;Deutsche Literatur
GN 3670;Sekundärliteratur;18.10;Deutsche Literatur
GN 3671;Primärliteratur;18.10;Deutsche Literatur
GN 3672;Sekundärliteratur;18.10;Deutsche Literatur
GN 3673;Primärliteratur;18.10;Deutsche Literatur
GN 3674;Sekundärliteratur;18.10;Deutsche Literatur
GN 3679;Primärliteratur;18.10;Deutsche Literatur
GN 3680;Sekundärliteratur;18.10;Deutsche Literatur
GN 3685;Primärliteratur;18.10;Deutsche Literatur
GN 3686;Sekundärliteratur;18.10;Deutsche Literatur
GN 3693;Primärliteratur;18.10;Deutsche Literatur
GN 3694;Sekundärliteratur;18.10;Deutsche Literatur
GN 3695;Primärliteratur;18.10;Deutsche Literatur
GN 3696;Sekundärliteratur;18.10;Deutsche Literatur
GN 3701;Primärliteratur;18.10;Deutsche Literatur
GN 3702;Sekundärliteratur;18.10;Deutsche Literatur
GN 3707;Primärliteratur;18.10;Deutsche Literatur
GN 3708;Sekundärliteratur;18.10;Deutsche Literatur
GN 3711;Primärliteratur;18.10;Deutsche Literatur
GN 3712;Sekundärliteratur;18.10;Deutsche Literatur
GN 3713;Primärliteratur;18.10;Deutsche Literatur
GN 3714;Sekundärliteratur;18.10;Deutsche Literatur
GN 3715;Primärliteratur;18.10;Deutsche Literatur
GN 3716;Sekundärliteratur;18.10;Deutsche Literatur
GN 3717;Primärliteratur;18.10;Deutsche Literatur
GN 3718;Sekundärliteratur;18.10;Deutsche Literatur
GN 3721;Primärliteratur;18.10;Deutsche Literatur
GN 3722;Sekundärliteratur;18.10;Deutsche Literatur
GN 3725;Gesamtausgaben;18.10;Deutsche Literatur
GN 3726;Einzelausgaben;18.10;Deutsche Literatur
GN 3727;Übersetzungen;18.10;Deutsche Literatur
GN 3728;Sekundärliteratur;18.10;Deutsche Literatur
GN 3751;Primärliteratur;18.10;Deutsche Literatur
GN 3752;Sekundärliteratur;18.10;Deutsche Literatur
GN 3763;Primärliteratur;18.10;Deutsche Literatur
GN 3764;Sekundärliteratur;18.10;Deutsche Literatur
GN 3776;Primärliteratur;18.10;Deutsche Literatur
GN 3777;Sekundärliteratur;18.10;Deutsche Literatur
GN 3790;Primärliteratur;18.10;Deutsche Literatur
GN 3791;Sekundärliteratur;18.10;Deutsche Literatur
GN 3837;Primärliteratur;18.10;Deutsche Literatur
GN 3838;Sekundärliteratur;18.10;Deutsche Literatur
GN 3840;Primärliteratur;18.10;Deutsche Literatur
GN 3841;Sekundärliteratur;18.10;Deutsche Literatur
GN 3842;Primärliteratur;18.10;Deutsche Literatur
GN 3843;Sekundärliteratur;18.10;Deutsche Literatur
GN 3844;Primärliteratur;18.10;Deutsche Literatur
GN 3845;Sekundärliteratur;18.10;Deutsche Literatur
GN 3850;Primärliteratur;18.10;Deutsche Literatur
GN 3851;Sekundärliteratur;18.10;Deutsche Literatur
GN 3854;Primärliteratur;18.10;Deutsche Literatur
GN 3855;Sekundärliteratur;18.10;Deutsche Literatur
GN 3858;Primärliteratur;18.10;Deutsche Literatur
GN 3859;Sekundärliteratur;18.10;Deutsche Literatur
GN 3864;Primärliteratur;18.10;Deutsche Literatur
GN 3865;Sekundärliteratur;18.10;Deutsche Literatur
GN 3868;Primärliteratur;18.10;Deutsche Literatur
GN 3869;Sekundärliteratur;18.10;Deutsche Literatur
GN 3870;Primärliteratur;18.10;Deutsche Literatur
GN 3871;Sekundärliteratur;18.10;Deutsche Literatur
GN 3872;Primärliteratur;18.10;Deutsche Literatur
GN 3873;Sekundärliteratur;18.10;Deutsche Literatur
GN 3876;Primärliteratur;18.10;Deutsche Literatur
GN 3877;Sekundärliteratur;18.10;Deutsche Literatur
GN 3886;Primärliteratur;18.10;Deutsche Literatur
GN 3887;Sekundärliteratur;18.10;Deutsche Literatur
GN 3907;Primärliteratur;18.10;Deutsche Literatur
GN 3908;Sekundärliteratur;18.10;Deutsche Literatur
GN 3964;Primärliteratur;18.10;Deutsche Literatur
GN 3965;Sekundärliteratur;18.10;Deutsche Literatur
GN 3970;Primärliteratur;18.10;Deutsche Literatur
GN 3971;Sekundärliteratur;18.10;Deutsche Literatur
GN 3990;Gesamtausgaben;18.10;Deutsche Literatur
GN 3991;Einzelausgaben;18.10;Deutsche Literatur
GN 3992;Übersetzungen;18.10;Deutsche Literatur
GN 3993;Sekundärliteratur;18.10;Deutsche Literatur
GN 4058 ;Primärliteratur;18.10;Deutsche Literatur
GN 4059;Sekundärliteratur;18.10;Deutsche Literatur
GN 4081;Primärliteratur;18.10;Deutsche Literatur
GN 4082;Sekundärliteratur;18.10;Deutsche Literatur
GN 4100;Primärliteratur;18.10;Deutsche Literatur
GN 4101;Sekundärliteratur;18.10;Deutsche Literatur
GN 4140;Primärliteratur;18.10;Deutsche Literatur
GN 4141;Sekundärliteratur;18.10;Deutsche Literatur
GN 4154;Primärliteratur;18.10;Deutsche Literatur
GN 4155;Sekundärliteratur;18.10;Deutsche Literatur
GN 4169;Gesamtausgaben;18.10;Deutsche Literatur
GN 4170;Einzelausgaben;18.10;Deutsche Literatur
GN 4171;Übersetzungen;18.10;Deutsche Literatur
GN 4172;Sekundärliteratur;18.10;Deutsche Literatur
GN 4179;Primärliteratur;18.10;Deutsche Literatur
GN 4180;Sekundärliteratur;18.10;Deutsche Literatur
GN 4271;Gesamtausgaben;18.10;Deutsche Literatur
GN 4272;Einzelausgaben;18.10;Deutsche Literatur
GN 4273;Übersetzungen;18.10;Deutsche Literatur
GN 4274;Sekundärliteratur;18.10;Deutsche Literatur
GN 4276;Primärliteratur;18.10;Deutsche Literatur
GN 4277;Sekundärliteratur;18.10;Deutsche Literatur
GN 4382;Primärliteratur;18.10;Deutsche Literatur
GN 4383;Sekundärliteratur;18.10;Deutsche Literatur
GN 4400;Primärliteratur;18.10;Deutsche Literatur
GN 4401;Sekundärliteratur;18.10;Deutsche Literatur
GN 4450;Primärliteratur;18.10;Deutsche Literatur
GN 4451;Sekundärliteratur;18.10;Deutsche Literatur
GN 4452;Primärliteratur;18.10;Deutsche Literatur
GN 4453;Sekundärliteratur;18.10;Deutsche Literatur
GN 4455;Primärliteratur;18.10;Deutsche Literatur
GN 4456;Sekundärliteratur;18.10;Deutsche Literatur
GN 4493;Gesamtausgaben;18.10;Deutsche Literatur
GN 4494;Einzelausgaben;18.10;Deutsche Literatur
GN 4495;Übersetzungen;18.10;Deutsche Literatur
GN 4496;Sekundärliteratur;18.10;Deutsche Literatur
GN 4498;Primärliteratur;18.10;Deutsche Literatur
GN 4499;Sekundärliteratur;18.10;Deutsche Literatur
GN 4501;Primärliteratur;18.10;Deutsche Literatur
GN 4502;Sekundärliteratur;18.10;Deutsche Literatur
GN 4505;Primärliteratur;18.10;Deutsche Literatur
GN 4506;Sekundärliteratur;18.10;Deutsche Literatur
GN 4511;Primärliteratur;18.10;Deutsche Literatur
GN 4512;Sekundärliteratur;18.10;Deutsche Literatur
GN 4521;Primärliteratur;18.10;Deutsche Literatur
GN 4522;Sekundärliteratur;18.10;Deutsche Literatur
GN 4523;Primärliteratur;18.10;Deutsche Literatur
GN 4524;Sekundärliteratur;18.10;Deutsche Literatur
GN 4531;Primärliteratur;18.10;Deutsche Literatur
GN 4532;Sekundärliteratur;18.10;Deutsche Literatur
GN 4533;Primärliteratur;18.10;Deutsche Literatur
GN 4534;Sekundärliteratur;18.10;Deutsche Literatur
GN 4535;Primärliteratur;18.10;Deutsche Literatur
GN 4536;Sekundärliteratur;18.10;Deutsche Literatur
GN 4537;Primärliteratur;18.10;Deutsche Literatur
GN 4538;Sekundärliteratur;18.10;Deutsche Literatur
GN 4539;Primärliteratur;18.10;Deutsche Literatur
GN 4540;Sekundärliteratur;18.10;Deutsche Literatur
GN 4570;Primärliteratur;18.10;Deutsche Literatur
GN 4571;Sekundärliteratur;18.10;Deutsche Literatur
GN 4575;Primärliteratur;18.10;Deutsche Literatur
GN 4576;Sekundärliteratur;18.10;Deutsche Literatur
GN 4580;Primärliteratur;18.10;Deutsche Literatur
GN 4581;Sekundärliteratur;18.10;Deutsche Literatur
GN 4584;Primärliteratur;18.10;Deutsche Literatur
GN 4585;Sekundärliteratur;18.10;Deutsche Literatur
GN 4586;Primärliteratur;18.10;Deutsche Literatur
GN 4587;Sekundärliteratur;18.10;Deutsche Literatur
GN 4592;Primärliteratur;18.10;Deutsche Literatur
GN 4593;Sekundärliteratur;18.10;Deutsche Literatur
GN 4594;Primärliteratur;18.10;Deutsche Literatur
GN 4595;Sekundärliteratur;18.10;Deutsche Literatur
GN 4596;Primärliteratur;18.10;Deutsche Literatur
GN 4597;Sekundärliteratur;18.10;Deutsche Literatur
GN 4599;Gesamtausgaben;18.10;Deutsche Literatur
GN 4600;Einzelausgaben;18.10;Deutsche Literatur
GN 4601;Übersetzungen;18.10;Deutsche Literatur
GN 4602;Sekundärliteratur;18.10;Deutsche Literatur
GN 4620;Primärliteratur;18.10;Deutsche Literatur
GN 4621;Sekundärliteratur;18.10;Deutsche Literatur
GN 4640;Primärliteratur;18.10;Deutsche Literatur
GN 4641;Sekundärliteratur;18.10;Deutsche Literatur
GN 4728;Primärliteratur;18.10;Deutsche Literatur
GN 4729;Sekundärliteratur;18.10;Deutsche Literatur
GN 4732;Primärliteratur;18.10;Deutsche Literatur
GN 4733;Sekundärliteratur;18.10;Deutsche Literatur
GN 4735;Primärliteratur;18.10;Deutsche Literatur
GN 4736;Sekundärliteratur;18.10;Deutsche Literatur
GN 4745;Primärliteratur;18.10;Deutsche Literatur
GN 4746;Sekundärliteratur;18.10;Deutsche Literatur
GN 4747;Primärliteratur;18.10;Deutsche Literatur
GN 4748;Sekundärliteratur;18.10;Deutsche Literatur
GN 4749;Primärliteratur;18.10;Deutsche Literatur
GN 4750;Sekundärliteratur;18.10;Deutsche Literatur
GN 4751;Primärliteratur;18.10;Deutsche Literatur
GN 4752;Sekundärliteratur;18.10;Deutsche Literatur
GN 4753;Primärliteratur;18.10;Deutsche Literatur
GN 4754;Sekundärliteratur;18.10;Deutsche Literatur
GN 4755;Primärliteratur;18.10;Deutsche Literatur
GN 4756;Sekundärliteratur;18.10;Deutsche Literatur
GN 4766;Primärliteratur;18.10;Deutsche Literatur
GN 4767;Sekundärliteratur;18.10;Deutsche Literatur
GN 4795;Primärliteratur;18.10;Deutsche Literatur
GN 4796;Sekundärliteratur;18.10;Deutsche Literatur
GN 4801;Primärliteratur;18.10;Deutsche Literatur
GN 4802;Sekundärliteratur;18.10;Deutsche Literatur
GN 4827;Gesamtausgaben;18.10;Deutsche Literatur
GN 4828;Einzelausgaben;18.10;Deutsche Literatur
GN 4829;Übersetzungen;18.10;Deutsche Literatur
GN 4830;Sekundärliteratur;18.10;Deutsche Literatur
GN 4832;Primärliteratur;18.10;Deutsche Literatur
GN 4833;Sekundärliteratur;18.10;Deutsche Literatur
GN 4835;Primärliteratur;18.10;Deutsche Literatur
GN 4836;Sekundärliteratur;18.10;Deutsche Literatur
GN 4855;Primärliteratur;18.10;Deutsche Literatur
GN 4856;Sekundärliteratur;18.10;Deutsche Literatur
GN 4870;Primärliteratur;18.10;Deutsche Literatur
GN 4871;Sekundärliteratur;18.10;Deutsche Literatur
GN 4880;Primärliteratur;18.10;Deutsche Literatur
GN 4881;Sekundärliteratur;18.10;Deutsche Literatur
GN 4884;Primärliteratur;18.10;Deutsche Literatur
GN 4885;Sekundärliteratur;18.10;Deutsche Literatur
GN 4909;Primärliteratur;18.10;Deutsche Literatur
GN 4910;Sekundärliteratur;18.10;Deutsche Literatur
GN 4939;Primärliteratur;18.10;Deutsche Literatur
GN 4940;Sekundärliteratur;18.10;Deutsche Literatur
GN 4946;Primärliteratur;18.10;Deutsche Literatur
GN 4947;Sekundärliteratur;18.10;Deutsche Literatur
GN 4948;Primärliteratur;18.10;Deutsche Literatur
GN 4949;Sekundärliteratur;18.10;Deutsche Literatur
GN 4975;Primärliteratur;18.10;Deutsche Literatur
GN 4976;Sekundärliteratur;18.10;Deutsche Literatur
GN 4999;Primärliteratur;18.10;Deutsche Literatur
GN 5000;Sekundärliteratur;18.10;Deutsche Literatur
GN 5049;Gesamtausgaben;18.10;Deutsche Literatur
GN 5050;Einzelausgaben;18.10;Deutsche Literatur
GN 5051;Übersetzungen;18.10;Deutsche Literatur
GN 5052;Sekundärliteratur;18.10;Deutsche Literatur
GN 5053;Primärliteratur;18.10;Deutsche Literatur
GN 5054;Sekundärliteratur;18.10;Deutsche Literatur
GN 5079;Primärliteratur;18.10;Deutsche Literatur
GN 5080;Sekundärliteratur;18.10;Deutsche Literatur
