sourcenotation;targetnotation;type
4209817-8;591.5;broad
4209822-1;573.997;broad
4209822-1;611.96;close
4209824-5;641.21;broad
4209826-9;617.643;broad
4209831-2;616.8914;broad
4209833-6;160;broad
4209833-6;401;related
4209838-5;628.532;broad
4209841-5;514;broad
4209843-9;382.73;broad
4209860-9;572.87;broad
4209861-0;572.87;broad
4209862-2;572.87;broad
4209863-4;572.87;broad
4209864-6;572.87;broad
4209867-1;362.196610092;broad
4209867-1;617.461059;related
4209868-3;618.172;broad
4209869-5;150.195;broad
4209870-1;616.994061;broad
4209872-5;615.766;broad
4209873-7;616.3307547;broad
4209874-9;615.366;broad
4209876-2;617.51059;broad
4209879-8;616.97075;broad
4209880-4;792.028;related
4209881-6;780.78;related
4209885-3;788.98193;broad
4209885-3;788.98146;close
4209886-5;155.232;broad
4209886-5;158.2;related
4209886-5;179.9;broad
4209886-5;302;related
4209887-7;611.97;broad
4209944-4;305.8972;broad
4209973-0;594.38;broad
4209974-2;363.12514;broad
4209975-4;763.23;exact
4209980-8;597.85;broad
4209984-5;595.747;broad
4209987-0;787.75;broad
4209994-8;594.4;broad
4210003-3;331.1204202855;broad
4210005-7;617.755028;broad
4210006-9;549.67;broad
4210007-0;294.543;broad
4210008-2;614.59933;broad
4210008-2;616.973;close
4210009-4;616.13;broad
4210010-0;647.95;related
4210010-0;792.7;broad
4210011-2;632.954;related
4210011-2;668.654;broad
4210014-8;576.549;broad
4210027-6;616.24;broad
4210039-2;660.2804;broad
4210039-2;604.7;related
4210040-9;515.43;broad
4210041-0;781.593;exact
4210043-4;614.5997;broad
4210044-6;618.19;broad
4210045-8;616.77;broad
4210048-3;636.2142;broad
4210048-3;637.124;related
4210049-5;571.64;broad
4210050-1;615.9256630952;broad
4210051-3;494.230712;close
4210052-5;579.37;broad
4210053-7;616.99474;broad
4210055-0;618.3261;broad
4210055-0;618.9215;close
4210056-2;324.21;broad
4210058-6;616.047;related
4210059-8;616.994;broad
4210060-4;616.612;broad
4210061-6;693.892;broad
4210062-8;792.0224;broad
4210064-1;792.0224;broad
4210065-3;611.0182;broad
4210065-3;617.1;related
4210066-5;617.559;broad
4210067-7;573.59;broad
4210067-7;611.78;close
4210068-9;616.21;broad
4210069-0;617.96;broad
4210071-9;170;broad
4210072-0;620.1123;broad
4210078-1;113;broad
4210081-1;623.1;broad
4210082-3;003.7;broad
4210083-5;617.8071;broad
4210084-7;005.14;related
4210085-9;005.13;broad
4210086-0;612.1;broad
4210087-2;571.092;close
4210088-4;688.7221;broad
4210089-6;345.0773;broad
4210090-2;631.53;broad
4210095-1;617.5407545;broad
4210096-3;796.44;broad
4210101-3;001.94;broad
4210101-3;133.8;related
4210117-7;598.944;close
4210118-9;674.82;broad
4210119-0;614.5999495;broad
4210120-7;671.34;broad
4210131-1;634.304;broad
4210132-3;616.12;broad
4210133-5;617.719;broad
4210137-2;006.686;broad
4210138-4;745.56;related
4210139-6;005.55;broad
4210140-2;153.736;close
4210141-4;541.39;broad
4210142-6;671.332;broad
4210143-8;624;related
4210146-3;572.86;broad
4210147-5;572.86;broad
4210148-7;572.86;broad
4210150-5;338.47795;broad
4210150-5;344.0542;related
4210150-5;795;broad
4210157-8;771.31;broad
4210160-8;391;broad
4210162-1;338.4736375;broad
4210164-5;615.71;broad
4210164-5;616.1061;related
4210166-9;621.381548;broad
4210167-0;660.2969;broad
4210169-4;595.725;broad
4210170-0;296.092;close
4210170-0;296.61082;broad
4210171-2;621.954;close
4210172-4;624.154;related
4210172-4;681.76;broad
4210174-8;613.68;broad
4210176-1;362.196723;broad
4210177-3;388.122;related
4210177-3;625.72;broad
4210178-5;388.312;broad
4210179-7;359.9853;broad
4210182-7;771.31;broad
4210183-9;771.31;broad
4210184-0;771.31;broad
4210185-2;617.033;broad
4210190-6;621.3815;related
4210191-8;771.32;close
4210193-1;004.0151;broad
4210195-5;294.38;broad
4210198-0;385.24;broad
4210198-0;385.264;related
4210198-0;385.34;broad
4210202-9;005.55;broad
4210203-0;736;close
4210204-2;333.9538;broad
4210204-2;639.89;related
4210205-4;598.415;close
4210206-6;551.577;broad
4210206-6;693.89;related
4210209-1;338.47664362;close
4210209-1;381.45664362;related
4210210-8;343.02;broad
4210212-1;616.8586;close
4210215-7;624.18341;broad
4210216-9;541.39;broad
4210217-0;621.3822;broad
4210218-2;539.77;broad
4210220-0;2--4945625;broad
4210221-2;940.4514;broad
4210222-4;594.38;broad
4210224-8;618.32;broad
4210226-1;571.974;broad
4210228-5;616.97075;broad
4210229-7;612.67;broad
4210231-5;616.042;broad
4210232-7;003;broad
4210233-9;579.332;close
4210233-9;616.92;related
4210234-0;617.520592;broad
4210235-2;616.25;broad
4210236-4;519.24;broad
4210238-8;395;related
4210244-3;070.57;broad
4210263-7;571.57;broad
4210266-2;338.433621;broad
4210267-4;634.95;broad
4210268-6;583.173;broad
4210268-6;583.46173;related
4210268-6;634.97;broad
4210270-4;633.208;broad
4210271-6;595.372;broad
4210272-8;595.372;broad
4210274-1;342.066;related
4210275-3;342.066;related
4210276-5;328.366;broad
4210277-7;328.33;broad
4210277-7;352.23;related
4210281-9;783.04;broad
4210283-2;401.43;broad
4210284-4;782.297;broad
4210293-5;782.297;broad
4210294-7;339.501;broad
4210295-9;658.402;broad
4210296-0;658.402;broad
4210297-2;612.63;broad
4210345-9;629.895;related
4210346-0;629.89;broad
4210347-2;617.547;broad
4210348-4;133.54;broad
4210353-8;620.112;broad
4210356-3;615.73;broad
4210358-7;523.112;broad
4210361-7;415;broad
4210362-9;584.37;close
4210363-0;346.0668;broad
4210367-8;615.853;broad
4210369-1;370.1;broad
4210372-1;615.73;broad
4210372-1;616.343061;related
4210373-3;615.71;broad
4210374-5;530.8;broad
4210379-4;592.57;broad
4210379-4;616.9652;related
4210380-0;592.57;broad
4210380-0;616.9652;related
4210393-9;2--4493;close
4210395-2;666.89;broad
4210395-2;620.139;related
4210395-2;666.894;broad
4210398-8;788.58193;close
4210400-2;784.193;exact
4210401-4;781.4;close
4210402-6;1--0833;broad
4210405-1;809.933581;broad
4210406-3;641.8659;broad
4210407-5;615.366;broad
4210408-7;3C--358;broad
4210408-7;700.458;related
4210409-9;572.52688;broad
4210410-5;616.71;broad
4210412-9;535.32;broad
4210415-4;617.75;broad
4210424-5;737.4;broad
4210427-0;546.3;broad
4210428-2;669.722;broad
4210429-4;624.18341;broad
4210432-4;302.34;related
4210433-6;615.718;broad
4210434-8;591.53;broad
4210441-5;614.5997;broad
4210448-8;572.57;related
4210450-6;363.6;broad
4210451-8;332.6453;broad
4210454-3;576.82;related
4210455-5;745.594;related
4210456-7;363.123091631;related
4210456-7;387.2450941;broad
4210456-7;623.8245;related
4210457-9;579.7;broad
4210458-0;584.64;broad
4210459-2;597.872;broad
4210478-6;658.562;broad
4210486-5;005.133;broad
4210487-7;221.6;related
4210504-3;659.133;broad
4210527-4;530.12;broad
4210528-6;621.38212;broad
4210529-8;306.81;related
4210529-8;306.734082;broad
4210529-8;1--086523;close
4210530-4;342.057;broad
4210531-6;595.752;broad
4210538-9;006.33;broad
4210539-0;616.23075;broad
4210545-6;731.2;broad
4210552-3;332.672;related
4210554-7;220.6;related
4210574-2;572.86;broad
4210576-6;615.32924;broad
4210577-8;595.752;broad
4210582-1;591.53;broad
4210584-5;612.63;broad
4210671-0;2--56912;broad
4210679-5;266.0083;broad
4210679-5;268.432;related
4210686-2;612.1;broad
4210687-4;521.1;broad
4210690-4;621.3136;broad
4210696-5;794.122;broad
4210699-0;006.333;broad
4210701-5;209;broad
4210701-5;202.12;related
4210730-1;519.56;broad
4210732-5;519.56;broad
4210733-7;537.62;broad
4210737-4;643.7;related
4210737-4;643.1;broad
4210738-6;579.314;broad
4210739-8;579.57;broad
4210740-4;634.964;broad
4210741-6;629.895;broad
4210742-8;385.36;related
4210742-8;625.26;broad
4210745-3;594.38;broad
4210750-7;616.7307572;broad
4210751-9;621.382;related
4210752-0;632.9517;related
4210752-0;668.651;broad
4210770-2;2--937;exact
4210785-4;332.15;related
4210785-4;336.3435;broad
4210793-3;345;related
4210794-5;345.02;broad
4210797-0;614.47;broad
4210799-4;739.2;related
4210801-9;262.14;broad
4210802-0;2--4437;exact
4210806-8;005.58;broad
4210808-1;671.36;broad
4210809-3;346.022;broad
4210811-1;617.413059;broad
4210815-9;571.3;broad
4210816-0;591.41;broad
4210816-0;591.43;related
4210817-2;751.7;related
4210820-2;414.8;broad
4210822-6;629.13432;broad
4210823-8;597.36;broad
4210825-1;583.53;broad
4210826-3;583.53;broad
4210829-9;583.99;broad
4210830-5;583.99;broad
4210831-7;583.92;broad
4210832-9;583.92;broad
4210840-8;595.754;broad
4210842-1;595.754;broad
4210843-3;616.157042;broad
4210870-6;2--434714;broad
4210918-8;737.4;broad
4210935-8;579.85;broad
4210937-1;579.85;broad
4210938-3;579.85;broad
4210940-1;658.503;related
4210941-3;2--96941;exact
4210943-7;324.21;broad
4210948-6;005.54;broad
4210950-4;585.2173;broad
4210955-3;2--7957;broad
4211001-4;005.3;broad
4211060-9;629.2221;related
4211060-9;629.2222;broad
4211061-0;338.91;close
4211072-5;636.0896;broad
4211075-0;641.36;broad
4211125-0;771.31;broad
4211188-2;571.9644;broad
4211191-2;006.3;broad
4211191-2;629.892;related
4211192-4;342.04;broad
4211193-6;005.453;broad
4211194-8;621.384151;broad
4211196-1;615.73;broad
4211196-1;616.343061;related
4211202-3;616.152042;broad
4211266-7;181.112;broad
4211281-3;499.22;broad
4211287-4;599.642;broad
4211289-8;720.9492;broad
4211290-4;720;broad
4211290-4;717;related
4211295-3;338.47621381;broad
4211296-5;615.761;broad
4211297-7;616.65061;broad
4211299-0;569.66;broad
4211300-3;551.5784;broad
4211301-5;641.25;broad
4211303-9;332.643;broad
4211304-0;332.643;broad
4211310-6;003.54;broad
4211311-8;681.423;broad
4211316-7;779.079434715;close
4211317-9;320.5315082;close
4211318-0;580.9;broad
4211320-9;690.17;related
4211320-9;721.7;broad
4211321-0;616.65;broad
4211322-2;338.1765142;broad
4211322-2;636.5142;close
4211324-6;3C--3561;broad
4211324-6;808.8393561;related
4211324-6;809.393561;broad
4211327-1;070;broad
4211328-3;181.112;broad
4211329-5;628.2;close
4211337-4;571.654;broad
4211341-6;579.34;broad
4211341-6;616.9201;related
4211342-8;579.34;broad
4211342-8;616.9201;related
4211344-1;571.993117;related
4211344-1;579.34;broad
4211345-3;514.224;broad
4211346-5;511.32;broad
4211348-9;796.426;broad
4211348-9;797.55;related
4211348-9;796.912;broad
4211348-9;797.24;related
4211348-9;798.25;broad
4211349-0;414.8;broad
4211350-7;615.71;broad
4211350-7;616.132061;related
4211352-0;616.13;broad
4211353-2;791.068;broad
4211354-4;741.2;related
4211355-6;004.0151;broad
4211385-4;331.544;broad
4211386-6;294.5436;broad
4211387-8;514.23;broad
4211390-8;005.55;related
4211392-1;004.77;related
4211393-3;331.8;close
4211398-2;781.28;broad
4211399-4;781.28;broad
4211400-7;382.5;broad
4211402-0;615.399;broad
4211404-4;615.14;broad
4211404-4;615.704;related
4211406-8;809.933582;broad
4211406-8;3B--3087;close
4211439-1;2--494555;broad
4211457-3;791.068;broad
4211459-7;352.2386;close
4211459-7;808.51;broad
4211460-3;621.31042;related
4211461-5;616.042;broad
4211462-7;615.8420284;broad
4211463-9;331.62;related
4211463-9;371.10089;close
4211465-2;264.15;broad
4211467-6;616.99474;broad
4211468-8;571.964;broad
4211470-6;671.37;broad
4211473-1;583.95;broad
4211474-3;641.71;broad
4211475-5;676.32;close
4211476-7;519.53;broad
4211478-0;641.875;broad
4211482-2;590.9;broad
4211488-3;571.964;broad
4211489-5;621.3815;related
4211490-1;940.142;broad
4211493-7;621.381548;broad
4211496-2;616.52;broad
4211498-6;658.4012;broad
4211499-8;345.0253;broad
4211500-0;320.6;broad
4211503-6;721.04;related
4211503-6;791.068;broad
4211504-8;382.45677;close
4211508-5;616.24;broad
4211509-7;616.8498;broad
4211511-5;633.117;broad
4211511-5;664.72;related
4211514-0;332.6327;broad
4211515-2;346.066;related
4211516-4;332.1;broad
4211518-8;391;broad
4211521-8;391.44;close
4211521-8;646.4;broad
4211524-3;784;broad
4211524-3;785;related
4211525-5;614.5999437;close
4211526-7;616.23;broad
4211527-9;616.1280645;broad
4211528-0;616.6920756;broad
4211529-2;615.836;broad
4211530-9;782.297;close
4211530-9;782.5297;related
4211532-2;616.5;broad
4211534-6;615.718;broad
4211535-8;571.967;broad
4211537-1;616.99449061;broad
4211538-3;543.8;broad
4211539-5;616.5;broad
4211540-1;616.5;broad
4211548-6;571.976;broad
4211564-4;658;broad
4211565-6;303.482;broad
4211566-8;616.6107575;close
4211568-1;616.6107575;broad
4211569-3;387.2;broad
4211574-7;615.822;broad
4211575-9;741.6;related
4211578-4;658.154;related
4211579-6;551.8;close
4211580-2;551.5;broad
4211606-5;623.42;broad
4211608-9;623.42;related
4211608-9;355.822;broad
4211610-7;633.7;broad
4211612-0;677.689;broad
4211613-2;583.56;broad
4211614-4;629.2221;related
4211614-4;629.2222;broad
4211616-8;616.52;broad
4211621-1;629.2222;broad
4211622-3;629.2222;broad
4211627-2;617.530592;close
4211635-1;583.95;broad
4211637-5;598.824;broad
4211638-7;598.824;broad
4211639-9;512.74;broad
4211641-7;512.74;broad
4211643-0;511.33;broad
4211644-2;027.5;close
4211645-4;617.882;broad
4211646-6;621.483;broad
4211649-1;621.483;broad
4211650-8;546.3853;broad
4211652-1;636.5962;broad
4211659-4;616.74;broad
4211660-0;616.744;broad
4211713-6;333.82;close
4211713-6;547.82;broad
4211713-6;553.2;close
4211728-8;579.6;broad
4211733-1;563.92;broad
4211734-3;611.72;broad
4211734-3;617.582;related
4211735-5;611.72;broad
4211735-5;617.582;related
4211737-9;523.112;broad
4211738-0;616.23;broad
4211741-0;616.249;close
4211742-2;616.55;broad
4211744-6;573.835;broad
4211744-6;611.0188;close
4211745-8;616.47;broad
4211747-1;616.13;broad
4211748-3;616.5;related
4211748-3;616.8;broad
4211750-1;615.842;broad
4211751-3;597.858;broad
4211752-5;594.38;broad
4211792-6;2--4945741;broad
4211838-4;620.00151825;broad
4211842-6;005.133;broad
4211843-8;658.514;broad
4211846-3;573.88;broad
4211846-3;611.84;related
4211846-3;612.84;broad
4211847-5;616.1207547;broad
4211848-7;573.86;broad
4211849-9;530.8;broad
4211851-7;583.74;related
4211851-7;615.32374;broad
4211851-7;616.3428061;related
4211852-9;341.45;broad
4211853-0;571.8451;broad
4211854-2;573.925;close
4211854-2;611.22;broad
4211855-4;612.822;broad
4211855-4;616.8047547;related
4211856-6;617.15;broad
4211857-8;662.88;broad
4211859-1;371.90711;close
4211860-8;796.083;broad
4211863-3;345.05;related
4211863-3;342.066;broad
4211864-5;616.89156;broad
4211865-7;613.7046;broad
4211868-2;616.22;broad
4211869-4;616.8556;broad
4211870-0;617.532;broad
4211871-2;193;related
4211871-2;153.8;broad
4211873-6;621.3815284;broad
4211874-8;693.892;broad
4211877-3;621.38132;broad
4211878-5;615.794;broad
4211879-7;617.9192;broad
4211881-5;594.38;broad
4211883-9;573.86;broad
4211914-5;2--426;exact
4211927-3;616.332;broad
4211929-7;940.232;broad
4211931-5;943.9041;broad
4211932-7;940.232;broad
4211933-9;940.2531;broad
4211937-6;796.935;close
4211943-1;658.3134;broad
4211944-3;070.44933092;close
4211948-0;617.954;broad
4211950-9;617.05;broad
4211955-8;307.336;related
4211958-3;575.6;broad
4211959-5;4--8;broad
4211960-1;637.353;broad
4211962-5;636.0862;broad
4211963-7;690.58;related
4211963-7;796.068;broad
4211964-9;346.01664;broad
4211966-2;787.3;broad
4211967-4;387.2043;broad
4211967-4;623.812043;related
4211967-4;623.8203;broad
4211968-6;414.8;broad
4211969-8;381.41610092;close
4211971-6;624.15136;broad
4211972-8;616.124;broad
4211974-1;613.2;related
4211974-1;641.3;broad
4211986-8;339.5;broad
4211988-1;629.22209;broad
4211988-1;629.28722;related
4211989-3;629.22209;broad
4211989-3;629.2221;related
4211989-3;629.2222;broad
4211989-3;629.28722;related
4211991-1;629.22209;broad
4211991-1;629.2221;related
4211991-1;629.2222;broad
4211991-1;629.28722;related
4211992-3;781.6309667;broad
4211993-5;617.80750284;broad
4211994-7;629.22209;broad
4211994-7;629.2221;related
4211994-7;629.2222;broad
4211994-7;629.28722;related
4211999-6;616.154;broad
4212008-1;571.66;broad
4212012-3;634.82;close
4212014-7;571.8842;broad
4212018-4;617.8;broad
4212019-6;616.544;broad
4212020-2;343.0721;broad
4212022-6;636.082;broad
4212023-8;636.082;broad
4212026-3;616.620754;broad
4212027-5;519.52;broad
4212029-9;342.066;broad
4212030-5;355.03;related
4212030-5;355.4;broad
4212031-7;739.48;broad
4212032-9;573.76;broad
4212033-0;535.014;broad
4212034-2;571.3;broad
4212035-4;359.93;broad
4212037-8;616.620754;broad
4212042-1;676.12;broad
4212044-5;388.3122;broad
4212046-9;809;related
4212058-5;384.350944;broad
4212059-7;3C--384;broad
4212075-5;583.74;broad
4212076-7;631.52;broad
4212079-2;808;broad
4212081-0;780.79;broad
4212082-2;781.262;exact
4212083-4;297.85;related
4212125-5;573.88;broad
4212134-6;797.23079;broad
4212140-1;519.233;broad
4212142-5;516.362;broad
4212145-0;340;related
4212154-1;262.12;broad
4212165-6;2--4984;broad
4212185-1;294.3925;related
4212188-7;785;related
4212189-9;346.0668;broad
4212190-5;346.0668;broad
4212192-9;346.06626;broad
4212193-0;332.6322;broad
4212194-2;616.07;broad
4212195-4;547.7;broad
4212196-6;339.5;broad
4212197-8;616.61043;broad
4212199-1;615.718;broad
4212202-8;616.042;broad
4212205-3;620.11243;close
4212206-5;294.34435;broad
4212207-7;628.53;broad
4212208-9;620.1126;broad
4212214-4;2--1673;broad
4212226-0;332;broad
4212233-8;592.3;broad
4212235-1;624;broad
4212236-3;618.42;broad
4212250-8;2--4483;broad
4212273-9;005.7565;broad
4212274-0;005.52;broad
4212275-2;372.872;related
4212275-2;781.17;broad
4212276-4;631.546;broad
4212277-6;302.3;related
4212277-6;658.4022;broad
4212285-5;331.12;broad
4212286-7;338.9001;broad
4212287-9;338.9001;broad
4212288-0;338.9001;broad
4212290-9;529;broad
4212291-0;615.532;broad
4212298-3;621.26;related
4212299-5;523.0197223;broad
4212300-8;523.0197223;broad
4212305-7;796.952;exact
4212328-8;782.295;broad
4212334-3;573.76;related
4212334-3;599.947;broad
4212334-3;611.71;related
4212335-5;599.947;broad
4212335-5;611.71;related
4212337-9;475.54;broad
4212339-2;492.40712;close
4212349-5;511.5;broad
4212351-3;677.71;broad
4212392-6;551.5;broad
4212395-1;551.5;broad
4212396-3;394.3;related
4212401-3;001;related
4212401-3;153.12;broad
4212404-9;320.6;broad
4212406-2;792.0944;broad
4212407-4;591.57;broad
4212408-6;616.8;related
4212408-6;616.891;broad
4212410-4;573.86;broad
4212410-4;611.83;close
4212411-6;573.86;broad
4212416-5;2--43822;broad
4212425-6;025.6;close
4212429-3;025.04;broad
4212433-5;552.5;related
4212433-5;553.622;broad
4212433-5;620.191;related
4212434-7;613.284;broad
4212434-7;664.3;related
4212434-7;665.2;broad
4212435-9;624.171;broad
4212435-9;620.11233;related
4212436-0;616.128;broad
4212437-2;573.159;broad
4212438-4;616.135061;broad
4212441-4;629.13074;broad
4212443-8;671.52;broad
4212448-7;636.0840284;broad
4212449-9;636.0840284;broad
4212450-5;355.113;broad
4212451-7;940.4272;broad
4212453-0;617.43;broad
4212477-3;612.828;broad
4212478-5;612.828;broad
4212481-5;338.4767754;broad
4212482-7;070.49;close
4212482-7;778.9907;related
4212484-0;670.42;broad
4212485-2;658.5421;broad
4212486-4;519.5;broad
4212487-6;343.043;broad
4212488-8;336.2014;broad
4212490-6;331.252;broad
4212490-6;368.3019;close
4212491-8;573.66736;broad
4212496-7;572.86;broad
4212497-9;599.647;broad
4212502-9;796.3232;broad
4212503-0;796.3;related
4212503-0;796.3232;broad
4212504-2;796.01;broad
4212505-4;152.334;broad
4212509-1;305.906918;related
4212510-8;782.4;close
4212510-8;782.54;related
4212512-1;475.54;broad
4212513-3;663.93;broad
4212520-0;333.33;broad
4212521-2;618.1;broad
4212523-6;929.95;related
4212524-8;892.7104;close
4212526-1;551.482;broad
4212528-5;2--9431;exact
4212529-7;614.5997;broad
4212531-5;617.4620592;broad
4212532-7;346.052;broad
4212536-4;346.04;broad
4212537-6;346.04;broad
