fromNotation;toNotation;type
12296-0;4178646-4;exact
29802-5;1052824455;narrow
29802-5;4146446-1;narrow
18060-6;4149019-8;exact
20789-2;4152880-3;exact
15671-6;4049396-9;exact
15671-6;4819954-0;exact
19609-5;4573838-5;exact
13762-6;4276895-0;exact
13762-6;4173669-2;exact
19384-3;4055856-3;broad
10590-3;4175874-2;exact
13775-4;4181174-4;narrow
13775-4;4424070-3;narrow
13775-4;4568155-7;narrow
14017-6;4467598-7;narrow
14017-6;4199038-9;narrow
14017-6;4150099-4;narrow
14017-6;4188566-1;narrow
24782-3;4728437-7;exact
24782-3;4419554-0;exact
24782-3;4557875-8;exact
29861-3;4076664-0;exact
14958-5;4191478-8;narrow
14958-5;4174068-3;narrow
18360-1;4014715-0;broad
14272-4;4129892-5;related
16035-1;4162098-7;narrow
16035-1;7559539-4;narrow
16035-1;4043182-4;narrow
19431-6;1054788375;narrow
10616-4;4003841-5;exact
12026-1;4023717-5;narrow
11271-0;4193329-1;related
18705-0;4195552-3;exact
14081-4;4330463-1;related
14081-4;4194765-4;related
14081-4;4529327-2;related
14081-4;4529328-4;related
14081-4;4116527-5;related
10771-6;4346377-0;exact
10771-6;4188829-7;exact
13424-5;4164791-9;related
13424-5;4164790-7;related
13424-5;4136074-6;related
13424-5;4481573-6;related
13424-5;4176041-4;related
18969-1;4070666-7;related
11929-6;4195665-5;broad
15879-3;4443990-8;related
10491-5;4122087-0;exact
18352-0;4005688-0;exact
12903-5;4127078-2;narrow
12903-5;4174092-0;narrow
12903-5;4193292-4;narrow
12903-5;4343523-3;narrow
12903-5;4190069-8;narrow
12903-5;4343337-6;narrow
12903-5;4200118-3;narrow
12903-5;4120823-7;narrow
12903-5;4426063-5;narrow
12903-5;4193291-2;narrow
12903-5;4452567-9;narrow
12903-5;4066500-8;narrow
12903-5;4200348-9;narrow
12903-5;4232150-5;narrow
12903-5;4020493-5;narrow
14197-6;4139145-7;related
12393-2;4165045-1;narrow
12393-2;4167816-3;narrow
12393-2;4150333-8;narrow
12393-2;7569580-7;narrow
15887-4;4145577-0;narrow
18639-1;102470968X;exact
18475-5;4180860-5;exact
12071-3;4078620-1;exact
19247-6;4234698-8;related
13010-4;4175409-8;related
12215-5;4139075-1;exact
11481-3;4121891-7;exact
10062-0;4079351-5;exact
12705-2;4121084-0;narrow
18903-3;4394120-5;narrow
18903-3;4394117-5;narrow
19655-5;4198012-8;narrow
19655-5;4570098-9;narrow
13014-3;4438599-7;narrow
13014-3;4290910-7;narrow
13014-3;4305986-7;narrow
18934-6;4016837-2;exact
19482-3;4209838-5;exact
16353-1;4134121-1;related
11812-6;4012002-8;narrow
11812-6;4014224-3;narrow
11812-6;4152668-5;narrow
11812-6;4122111-4;narrow
11812-6;4459709-5;narrow
11812-6;4152706-9;narrow
13507-1;4224122-4;related
13507-1;4322449-0;related
10984-3;4369764-1;narrow
10145-3;4206633-5;exact
10106-6;4190150-2;exact
13057-6;4274317-5;related
14145-4;4179654-8;exact
16615-4;4077570-7;exact
15678-6;4059758-1;related
15956-4;4050848-1;narrow
15956-4;4003873-7;narrow
15956-4;4389023-4;narrow
15956-4;4354871-4;narrow
11235-4;4112577-0;related
19027-6;4482043-4;related
10190-5;4078614-6;exact
19096-1;4135132-0;narrow
19096-1;4032585-4;narrow
12846-5;4509885-2;narrow
12846-5;4248194-6;narrow
12846-5;4122376-7;narrow
12846-5;4065535-0;narrow
12846-5;4223202-8;narrow
12846-5;4310111-2;narrow
12846-5;4480296-1;narrow
12846-5;4134968-4;narrow
12846-5;4426144-5;narrow
12846-5;4267227-2;narrow
12846-5;4079177-4;narrow
12846-5;4156555-1;narrow
12846-5;4725733-7;narrow
12846-5;4285874-4;narrow
12846-5;4540271-1;narrow
12846-5;4227494-1;narrow
12846-5;4491229-8;narrow
12846-5;4427177-3;narrow
12846-5;4127675-9;narrow
12846-5;4267213-2;narrow
12846-5;4079179-8;narrow
15050-3;4126963-9;narrow
18242-0;4113241-5;exact
14846-2;4135786-3;narrow
14846-2;4135785-1;narrow
14846-2;4188468-1;narrow
14603-0;4615810-8;related
13575-5;4154782-2;related
14527-4;4140171-2;narrow
10735-3;4113550-7;exact
19038-1;4367264-4;exact
18992-6;4175869-9;related
18992-6;4137698-5;related
18538-0;4003834-8;related
18450-0;4190651-2;narrow
18450-0;4453783-9;narrow
18450-0;4175664-2;narrow
18450-0;4340827-8;narrow
18450-0;4175655-1;narrow
29952-0;4020916-7;exact
19371-5;4257247-2;exact
11284-5;4138268-7;narrow
15350-5;4517747-8;narrow
15350-5;4156565-4;narrow
19062-4;1032911565;exact
16797-0;4066724-8;narrow
16797-0;4014986-9;narrow
16797-0;4035549-4;narrow
11174-5;7644678-5;exact
14042-0;4202442-0;narrow
14042-0;4151851-2;narrow
14042-0;4113416-3;narrow
14042-0;4025412-4;narrow
10036-1;4190925-2;exact
10036-1;4247012-2;exact
18847-1;4194237-1;related
13291-5;4189709-2;narrow
13291-5;4184636-9;narrow
10973-1;4123779-1;exact
10973-1;4039714-2;exact
18536-4;4248349-9;exact
15107-0;4006211-9;exact
15365-6;4193791-0;broad
15365-6;4121608-8;broad
12915-5;4226701-8;related
19705-2;4048849-4;exact
11422-5;4514634-2;related
10012-1;4059652-7;broad
19435-5;4207927-5;exact
14236-1;4353135-0;narrow
14236-1;4651179-9;narrow
11430-6;4270787-0;related
12766-3;4288538-3;narrow
12766-3;4134049-8;narrow
12766-3;4314624-7;narrow
12766-3;4168907-0;narrow
12766-3;4152807-4;narrow
12766-3;4141093-2;narrow
12766-3;7665726-7;narrow
12766-3;7595114-9;narrow
12766-3;4314622-3;narrow
12766-3;4214539-9;narrow
12766-3;4285642-5;narrow
16611-5;4039713-0;exact
13784-3;4182095-2;related
13784-3;4149111-7;related
28859-2;4010176-9;exact
18305-2;4063118-7;broad
11378-3;4397450-8;narrow
11398-4;4145483-2;related
11398-4;4126892-1;related
11398-4;4145470-4;related
16497-5;4164679-4;narrow
16497-5;4679328-8;narrow
12952-6;4179344-4;related
16247-0;4060491-3;related
19773-6;4020040-1;exact
14308-2;4684930-0;related
14308-2;4675633-4;related
21094-4;4188088-2;exact
12917-1;4138253-5;exact
12254-2;4154415-8;related
18792-0;4144286-6;exact
18792-0;1031293639;exact
18792-0;4005233-3;exact
10912-0;4188071-7;related
18805-3;4120601-0;related
18900-2;4197765-8;related
14427-1;4036988-2;exact
10028-0;4065685-8;exact
10012-1;4196986-8;related
10012-1;7713189-7;related
10012-1;4125323-1;related
10012-1;4020787-0;related
10012-1;4120961-8;related
18660-3;4227290-7;exact
10791-0;4067281-5;exact
14088-4;4157207-5;exact
14088-4;4121356-7;exact
11803-0;4017715-4;related
11803-0;4129835-4;related
11803-0;4000780-7;related
19032-6;4032312-2;exact
15746-1;4115348-0;exact
15746-1;4517174-9;exact
13371-0;4020775-4;exact
18078-1;4160051-4;narrow
14110-2;4043047-9;exact
14110-2;4602460-8;exact
20977-1;4115464-2;broad
18154-4;7591612-5;narrow
12533-5;4388397-7;narrow
19741-5;4153917-5;narrow
11206-4;4216822-3;exact
18583-2;4206779-0;exact
18118-1;4069395-8;related
18118-1;4121490-0;related
18142-4;4226107-7;related
14738-5;4124952-5;narrow
19156-2;4005347-7;exact
18977-2;4543700-2;narrow
18977-2;7540849-1;narrow
18977-2;4129301-0;narrow
18977-2;4432989-1;narrow
18977-2;4543697-6;narrow
18977-2;4997293-5;narrow
18977-2;4376415-0;narrow
18977-2;4153484-0;narrow
18977-2;7540853-3;narrow
18977-2;7564798-9;narrow
18977-2;4275545-1;narrow
18977-2;7556539-0;narrow
18977-2;7540844-2;narrow
18977-2;4375063-1;narrow
18977-2;4129407-5;narrow
18977-2;4136259-7;narrow
18977-2;4352478-3;narrow
18977-2;4375065-5;narrow
18977-2;4124288-9;narrow
18977-2;4673687-6;narrow
18977-2;4352461-8;narrow
18977-2;4244471-8;narrow
18977-2;7564799-0;narrow
18977-2;4693259-8;narrow
18977-2;4825675-4;narrow
18977-2;4768339-9;narrow
18977-2;4179568-4;narrow
18977-2;4129423-3;narrow
18977-2;7619639-2;narrow
18977-2;4136340-1;narrow
18977-2;7555989-4;narrow
18977-2;7555985-7;narrow
18977-2;7548327-0;narrow
18977-2;4825688-2;narrow
18977-2;4768340-5;narrow
18977-2;4785830-8;narrow
18977-2;7554855-0;narrow
18977-2;7637845-7;narrow
18560-0;4147391-7;exact
29621-2;4123941-6;exact
13385-3;4065573-8;narrow
13385-3;4273201-3;narrow
13385-3;4201724-5;narrow
15718-6;4055736-4;exact
13400-5;4263610-3;related
10984-3;4226636-1;related
10984-3;4027286-2;related
10984-3;4161993-6;related
14083-0;4184594-8;related
19798-4;7645056-9;related
19038-1;4252654-1;narrow
10120-5;4280832-7;exact
10120-5;4029560-6;exact
16395-6;4127407-6;narrow
16395-6;4162078-1;narrow
16039-0;4027458-5;narrow
16039-0;4204785-7;narrow
16039-0;4063179-5;narrow
16039-0;4049310-6;narrow
16039-0;4035676-0;narrow
11840-1;4187022-0;narrow
11840-1;4039168-1;narrow
10738-4;4193273-0;related
18894-6;4196757-4;exact
12823-3;4276355-1;narrow
12823-3;4331063-1;narrow
12823-3;4212829-8;narrow
12823-3;4269941-1;narrow
12823-3;4140129-3;narrow
12823-3;4670918-6;narrow
13829-0;4241423-4;related
13346-6;4346383-6;related
29809-5;7614005-2;exact
11628-6;4238268-3;narrow
11628-6;7631658-0;narrow
11628-6;4146987-2;narrow
11628-6;4482262-5;narrow
11628-6;4187548-5;narrow
11628-6;4128454-9;narrow
11628-6;4286001-5;narrow
16708-4;4070914-0;exact
18376-0;4202162-5;related
18376-0;4224129-7;related
29669-2;7531987-1;exact
10561-3;4070874-3;exact
16481-6;4028935-7;exact
11736-3;4113654-8;exact
10517-6;4066527-6;broad
12255-0;4166006-7;related
12255-0;4189106-5;related
14051-6;4250171-4;exact
14051-6;4063118-7;exact
29447-6;4212081-0;exact
19057-4;4034823-4;broad
15488-4;4146449-7;exact
16429-1;4018218-6;narrow
16429-1;4318364-5;narrow
16429-1;4021216-6;narrow
13354-0;4229397-2;related
13354-0;4146821-1;related
15606-3;4217836-8;narrow
15606-3;4234785-3;narrow
15606-3;4161928-6;narrow
15902-6;4066446-6;exact
19551-3;4461436-6;exact
13028-6;4366567-6;narrow
13028-6;4151537-7;narrow
13028-6;4558147-2;narrow
13028-6;4570068-0;narrow
13028-6;4366568-8;narrow
13028-6;4636328-2;narrow
10904-6;4123714-6;exact
13452-0;4273531-2;exact
18183-4;4372282-9;narrow
16198-1;4116634-6;related
16198-1;4057799-5;related
16198-1;4116635-8;related
16198-1;4115460-5;related
11161-0;4131259-4;related
16043-2;4246380-4;exact
14731-5;4134081-4;exact
29777-6;4031826-6;exact
14486-6;4723086-1;exact
14486-6;4213323-3;exact
10298-6;4490243-8;related
10459-1;4161820-8;narrow
10459-1;4214693-8;narrow
10459-1;4274178-6;narrow
11536-4;4172241-3;narrow
11536-4;4183231-0;narrow
11536-4;4183175-5;narrow
11536-4;4501245-3;narrow
11536-4;4134212-4;narrow
11536-4;4140711-8;narrow
11536-4;4489416-8;narrow
11536-4;4191032-1;narrow
11536-4;4134211-2;narrow
11536-4;4242563-3;narrow
19521-5;4215755-9;narrow
19521-5;4113876-4;narrow
12110-5;4043788-7;exact
18214-5;4153776-2;exact
13351-6;4138169-5;related
13351-6;4315714-2;related
19602-5;4132844-9;related
11599-1;4179764-4;related
11599-1;4191204-4;related
16401-2;4121094-3;exact
29688-5;4597125-0;related
14065-2;4609526-3;related
14065-2;4270494-7;related
14065-2;4400061-3;related
15949-1;4057312-6;exact
15949-1;4167016-4;exact
10470-6;4059276-5;exact
29835-4;4389722-8;exact
10635-0;4684156-8;narrow
11650-6;7648576-6;narrow
11650-6;7672100-0;narrow
10901-5;4032353-5;broad
19798-4;4221617-5;exact
15176-2;4129514-6;exact
29202-1;4691234-4;exact
11394-5;4285001-0;narrow
11394-5;4124391-2;narrow
11394-5;4144754-2;narrow
10472-2;4207828-3;narrow
10472-2;4200248-5;narrow
10472-2;4117179-2;narrow
11278-0;4172485-9;exact
13023-2;4650256-7;narrow
13023-2;4129213-3;narrow
15468-3;4070864-0;exact
30110-3;4185917-0;exact
13658-1;4068939-6;broad
13109-6;4025683-2;exact
12366-5;4017175-9;exact
18798-2;4169498-3;exact
29859-4;4789126-9;exact
19754-3;4034864-7;related
27909-4;4132293-9;exact
11043-6;4122121-7;narrow
14056-3;4609870-7;related
14056-3;4367841-5;related
19684-5;4353957-9;narrow
15674-0;4055676-1;related
12985-5;4425072-1;exact
12985-5;4015469-5;exact
18386-4;4005614-4;related
12580-3;4136800-9;narrow
12580-3;4227091-1;narrow
12580-3;4128095-7;narrow
12580-3;4114290-1;narrow
12580-3;4133633-1;narrow
12580-3;4011362-0;narrow
12452-5;4318801-1;related
12452-5;4117624-8;related
12452-5;4397989-0;related
14984-4;4288096-8;related
14984-4;4566207-1;related
18607-0;4161893-2;narrow
18607-0;4142408-6;narrow
11782-3;4246873-5;narrow
11782-3;4007946-6;narrow
11782-3;4130556-5;narrow
13007-0;4193857-4;narrow
15861-1;7751254-6;exact
19070-5;4300400-3;related
12677-2;4354980-9;narrow
12677-2;4124003-0;narrow
12677-2;4263923-2;narrow
12677-2;4507007-6;narrow
19659-4;4321799-0;narrow
19659-4;4165964-8;narrow
12014-1;4152886-4;narrow
12014-1;4423222-6;narrow
12014-1;4137617-1;narrow
12014-1;4144161-8;narrow
12014-1;4256526-1;narrow
12480-0;4035249-3;exact
12480-0;4032592-1;exact
29561-1;4056775-8;exact
18769-2;4211390-8;exact
28410-6;4134373-6;exact
10135-6;4067845-3;exact
10135-6;4232316-2;exact
10135-6;7672325-2;exact
10135-6;4232317-4;exact
16143-5;4036235-8;exact
16713-4;4026140-2;exact
10171-2;4151336-8;exact
12396-3;4124937-9;related
16680-0;4033673-6;narrow
16680-0;4040869-3;narrow
29767-2;4175818-3;exact
13720-1;4199580-6;exact
13720-1;4149416-7;exact
13136-3;4167095-4;exact
11888-1;4112768-7;exact
14237-6;4468039-9;related
14237-6;4171330-8;related
14237-6;4132861-9;related
14237-6;4309964-6;related
14237-6;4310409-5;related
14237-6;4402221-9;related
14237-6;4508917-6;related
14237-6;4280688-4;related
13160-6;4034889-1;narrow
13160-6;4730415-7;narrow
13160-6;4248525-3;narrow
13160-6;4250186-6;narrow
13160-6;4400797-8;narrow
13160-6;4310481-2;narrow
13160-6;4394466-8;narrow
13160-6;7527090-0;narrow
13160-6;4191673-6;narrow
13160-6;4501116-3;narrow
13160-6;4697812-4;narrow
18083-1;4013980-3;narrow
19299-1;4156741-9;related
19299-1;4065468-0;related
19639-3;4151434-8;exact
18203-3;4008182-5;exact
11066-1;4172736-8;exact
11416-0;4040629-5;exact
11416-0;4019889-3;exact
10112-4;4273396-0;exact
12274-3;4018422-5;exact
14502-6;4023740-0;exact
15897-1;4064354-2;exact
14346-1;4187784-6;related
13462-4;4023222-0;exact
13645-3;4229526-9;exact
12841-1;7565812-4;narrow
12841-1;4293973-2;narrow
12841-1;4192155-0;narrow
12841-1;4288320-9;narrow
12841-1;4136390-5;narrow
12841-1;4137811-8;narrow
12841-1;4371272-1;narrow
12841-1;7565813-6;narrow
10274-6;4187906-5;exact
14702-5;4014162-7;narrow
14702-5;4175327-6;narrow
14702-5;4046724-7;narrow
14702-5;4033651-7;narrow
14702-5;4175168-1;narrow
14702-5;4046699-1;narrow
14702-5;4175093-7;narrow
14702-5;4076241-5;narrow
19675-6;4003131-7;exact
14788-4;4387436-8;related
14788-4;4131006-8;related
14788-4;4160520-2;related
15966-1;4048737-4;exact
15966-1;4120600-9;exact
15966-1;4117603-0;exact
15966-1;4079369-2;exact
15966-1;4168674-3;exact
18400-1;7539000-0;narrow
18400-1;4182805-7;narrow
18400-1;4161871-3;narrow
18400-1;4288269-2;narrow
18400-1;7551109-5;narrow
18400-1;7539266-5;narrow
18400-1;7539002-4;narrow
18400-1;4169568-9;narrow
18400-1;4126530-0;narrow
18400-1;4132386-5;narrow
18400-1;4150563-3;narrow
18138-2;4180912-9;exact
13527-2;7658834-8;narrow
13527-2;4014038-6;narrow
13527-2;4671245-8;narrow
19661-3;4139030-1;exact
19661-3;4826292-4;exact
16017-3;4062801-2;related
29792-3;4285302-3;exact
28225-1;4161419-7;narrow
11185-0;4002769-7;exact
12865-1;4016414-7;narrow
12865-1;4153663-0;narrow
12865-1;4473859-6;narrow
12865-1;4788881-7;narrow
12865-1;4503339-0;narrow
11626-3;4246829-2;related
18935-4;4135661-5;exact
18935-4;4154047-5;exact
12160-4;4078619-5;exact
16048-6;4183935-3;exact
11443-4;4121333-6;broad
18505-1;4004814-7;exact
18505-1;4127262-6;exact
14412-0;4156168-5;exact
12510-3;4226274-4;related
15107-0;4145038-3;related
15107-0;4006243-0;related
15107-0;4142919-9;related
18405-5;4121718-4;exact
13441-5;4368844-5;narrow
15330-4;4165345-2;related
15330-4;4194560-8;related
15330-4;4165403-1;related
12832-2;4187743-3;exact
12779-1;4121388-9;exact
12788-0;4176750-0;narrow
12788-0;4175627-7;narrow
12788-0;4155696-3;narrow
12788-0;4169422-3;narrow
19433-2;4563735-0;exact
11236-2;7533131-7;narrow
11236-2;7632969-0;narrow
11236-2;4509745-8;narrow
11236-2;4499546-5;narrow
11236-2;4284544-0;narrow
14725-0;4025864-6;exact
10876-6;4153401-3;exact
10876-6;4125431-4;exact
10304-2;4125106-4;exact
19437-1;4236885-6;exact
19819-1;4248083-8;narrow
19819-1;4035676-0;narrow
19819-1;4204835-7;narrow
19670-2;4125902-6;broad
15011-6;4121651-9;exact
15011-6;1047992337;exact
16512-0;4039411-6;narrow
16512-0;4041303-2;narrow
16512-0;4126113-6;narrow
16512-0;4161498-7;narrow
16512-0;4169999-3;narrow
16329-5;4170066-1;narrow
16329-5;4532209-0;narrow
16329-5;4130305-2;narrow
16329-5;4146966-5;narrow
11510-1;4168071-6;exact
10045-0;4150250-4;narrow
11607-0;4121127-3;exact
12844-2;4130474-3;exact
13278-4;4171041-1;related
13410-2;4020342-6;exact
20826-1;4698151-2;exact
19115-2;4034081-8;broad
14121-4;4013700-4;exact
12014-1;4137665-1;exact
15038-0;4045388-1;narrow
15038-0;4846352-8;narrow
15038-0;4164748-8;narrow
15038-0;4651657-8;narrow
15038-0;4379947-4;narrow
15038-0;4297173-1;narrow
15038-0;4545188-6;narrow
15038-0;4341989-6;narrow
15038-0;4486682-3;narrow
15038-0;4379946-2;narrow
15038-0;4380518-8;narrow
15038-0;4021842-9;narrow
15038-0;4341226-9;narrow
15038-0;4337061-5;narrow
15038-0;4694397-3;narrow
19199-5;4132813-9;exact
16564-2;4077628-1;related
14107-5;4325974-1;broad
19142-6;4126875-1;related
14171-3;4145601-4;related
13516-0;4154752-4;exact
10395-1;4125152-0;exact
21315-0;7636951-1;exact
21315-0;1026698669;exact
21315-0;7706419-7;exact
12302-3;4313326-5;related
12302-3;4161863-4;related
12302-3;4114027-8;related
12302-3;4078819-2;related
12302-3;4078821-0;related
12302-3;4137804-0;related
12302-3;4180123-4;related
12302-3;4136261-5;related
12302-3;4191199-4;related
12302-3;4072844-4;related
12302-3;4165041-4;related
12302-3;4032148-4;related
12302-3;4138630-9;related
12302-3;4061407-4;related
12302-3;4214276-3;related
12302-3;4114276-7;related
12302-3;4165049-9;related
12302-3;4114026-6;related
16269-4;4076228-2;related
18552-6;4215399-2;exact
18399-2;4281365-7;exact
12670-2;4254827-5;exact
12670-2;4036210-3;exact
29237-3;7856257-0;exact
19855-4;4166577-6;narrow
16698-2;4133736-0;exact
12004-4;4161709-5;related
11825-4;4115404-6;related
11825-4;4135778-4;related
11825-4;4198494-8;related
11825-4;7737198-7;related
11825-4;4138390-4;related
11825-4;4077579-3;related
11825-4;4137584-1;related
15659-3;4038639-9;exact
11526-0;4203015-8;narrow
10733-0;4153187-5;related
10302-6;4192138-0;exact
19745-4;4005227-8;exact
19745-4;4027503-6;exact
19833-0;4678022-1;exact
13594-1;4138189-0;exact
12675-6;4125574-4;exact
15757-3;4014297-8;related
15757-3;4048198-0;related
18000-3;4114048-5;exact
18000-3;4133586-7;exact
18544-5;4207338-8;exact
19139-2;4124394-8;narrow
19139-2;4354765-5;narrow
19139-2;4129047-1;narrow
19139-2;7638698-3;narrow
10205-4;4159008-9;narrow
10205-4;4137113-6;narrow
10205-4;4170479-4;narrow
13217-3;4129434-8;related
10586-1;4115368-6;exact
18685-1;4343344-3;exact
10332-4;4306169-2;exact
14116-4;4322578-0;related
13375-6;4067303-0;exact
13375-6;4280860-1;exact
19043-1;4251091-0;narrow
29717-3;4492955-9;narrow
12774-4;4037630-8;exact
11555-0;4247917-4;narrow
11555-0;4210266-2;narrow
11555-0;4125598-7;narrow
11555-0;4203458-9;narrow
11705-0;4505410-1;narrow
18299-6;4184592-4;exact
30029-0;4038935-2;exact
19422-0;4168356-0;exact
19422-0;4157187-3;exact
15606-3;4011152-0;exact
12577-6;4006188-7;exact
11559-6;4043169-1;exact
11559-6;4149745-4;exact
18649-5;4422163-0;exact
10956-1;4117638-8;exact
10500-2;4026776-3;exact
11382-5;4187084-0;narrow
11382-5;4153571-6;narrow
13374-1;4078315-7;related
29322-5;4196910-8;exact
18350-4;4503314-6;narrow
13804-2;4179448-5;related
16290-6;4175047-0;exact
19108-6;4229979-2;narrow
19108-6;4382017-7;narrow
19133-0;4789127-0;exact
19133-0;7619259-3;exact
10237-5;4128447-1;exact
10102-0;4173334-4;exact
12531-2;4361515-6;narrow
12531-2;4163111-0;narrow
12531-2;4372465-6;narrow
12531-2;4620259-6;narrow
12531-2;4175697-6;narrow
12531-2;4175621-6;narrow
12531-2;4223483-9;narrow
12531-2;4063980-0;narrow
12901-2;4060832-3;exact
13426-1;4000775-3;exact
10561-3;4330660-3;narrow
10561-3;4231984-5;narrow
11088-5;4037765-9;broad
14431-3;4151795-7;exact
15995-1;4031881-3;exact
13074-6;4158803-4;narrow
10209-3;4172551-7;narrow
18109-2;4257750-0;exact
18747-5;4113997-5;exact
14262-0;4150519-0;exact
15907-3;4003731-9;related
11325-3;4168076-5;exact
20399-1;4125037-0;exact
11048-3;4055817-4;exact
13415-6;4071796-3;exact
13415-6;7523765-9;exact
13415-6;4177798-0;exact
16792-3;4178834-5;narrow
16792-3;4333005-8;narrow
16792-3;4204184-3;narrow
16792-3;4333004-6;narrow
19382-0;4484019-6;narrow
12435-5;4058337-5;exact
12435-5;4029567-9;exact
20449-5;4776680-3;narrow
10025-6;4066399-1;related
13746-4;4170010-7;narrow
13746-4;4419130-3;narrow
13746-4;4170011-9;narrow
13693-6;4194419-7;narrow
13693-6;4132794-9;narrow
13693-6;4162085-9;narrow
13693-6;4122876-5;narrow
12628-1;4052309-3;exact
15740-6;4034054-5;exact
17993-2;4349431-6;narrow
18022-0;4014359-4;related
11921-1;4007389-0;related
29764-1;4467283-4;exact
10185-5;4121247-2;exact
12075-2;4124979-3;related
12075-2;4343856-8;related
13811-5;4137879-9;narrow
13811-5;4135177-0;narrow
13264-1;4062992-2;related
18270-2;4173280-7;exact
10704-0;4169355-3;related
11054-1;4129420-8;related
29880-6;4056243-8;broad
14078-0;4176958-2;related
14078-0;4131966-7;related
14078-0;4653855-0;related
11913-0;4056923-8;exact
15679-4;4061693-9;exact
12643-5;4202406-7;narrow
12643-5;4140040-9;narrow
12643-5;4508154-2;narrow
12643-5;4232605-9;narrow
12643-5;4508153-0;narrow
